Vendor County Code,Vendor County,Obligation Year and Month,Number of Families Redeemed,Number of Food Instruments Redeemed,Dollar Amount of Food Instruments,Number of EBT Transactions,Dollar Amount of EBT Transactions,Average Cost per Family,Statewide Infant Formula Rebate,Total Cost Adjusted,Average Cost Adjusted
24,Merced,201901,8822,44782,"$869,565.32 ",,,$98.57 ,,,
24,Merced,201902,8729,44093,"$859,783.24 ",,,$98.50 ,,,
24,Merced,201903,8658,43517,"$843,595.91 ",,,$97.44 ,,,
24,Merced,201904,8784,44836,"$844,878.49 ",,,$96.18 ,,,
24,Merced,201905,8873,44960,"$847,184.81 ",,,$95.48 ,,,
24,Merced,201906,8746,44481,"$837,878.57 ",,,$95.80 ,,,
24,Merced,201907,8795,44598,"$840,716.74 ",,,$95.59 ,,,
24,Merced,201908,8783,43744,"$822,436.60 ",,,$93.64 ,,,
24,Merced,201909,8586,42930,"$809,388.77 ",19,$471.54 ,$94.32 ,,,
24,Merced,201910,8496,42129,"$802,154.64 ",62,"$1,737.79 ",$94.62 ,,,
24,Merced,201911,8218,41058,"$792,310.00 ",53,"$2,041.66 ",$96.66 ,,,
24,Merced,201912,8151,40713,"$786,872.71 ",71,"$2,070.42 ",$96.79 ,,,
24,Merced,2020,13083,114640,"$2,241,263.94 ",176907,"$7,062,848.30 ",$711.16 ,,,
24,Merced,202001,8334,41963,"$809,112.01 ",94,"$3,083.52 ",$97.46 ,,,
24,Merced,202002,7981,40191,"$781,539.87 ",120,"$4,436.87 ",$98.48 ,,,
24,Merced,202003,7243,23103,"$463,920.80 ",6655,"$273,029.76 ",$101.75 ,,,
24,Merced,202004,7262,8162,"$163,136.85 ",13283,"$579,566.54 ",$102.27 ,,,
24,Merced,202005,7667,1221,"$23,554.41 ",17717,"$729,088.25 ",$98.17 ,,,
24,Merced,202006,7920,,,19154,"$763,172.01 ",$96.36 ,,,
24,Merced,202007,8127,,,20138,"$784,901.33 ",$96.58 ,,,
24,Merced,202008,8200,,,20098,"$781,758.34 ",$95.34 ,,,
24,Merced,202009,8081,,,19367,"$771,734.92 ",$95.50 ,,,
24,Merced,202010,8203,,,20188,"$785,062.16 ",$95.70 ,,,
24,Merced,202011,8298,,,20167,"$795,549.53 ",$95.87 ,,,
24,Merced,202012,8272,,,19926,"$791,465.07 ",$95.68 ,,,
25,Modoc,2019,146,4653,"$101,761.42 ",19,$464.05 ,$700.17 ,,,
25,Modoc,201901,81,415,"$8,491.90 ",,,$104.84 ,,,
25,Modoc,201902,70,333,"$6,884.51 ",,,$98.35 ,,,
25,Modoc,201903,68,345,"$6,579.86 ",,,$96.76 ,,,
25,Modoc,201904,76,390,"$8,033.98 ",,,$105.71 ,,,
25,Modoc,201905,75,386,"$7,993.02 ",,,$106.57 ,,,
25,Modoc,201906,86,417,"$9,543.75 ",,,$110.97 ,,,
25,Modoc,201907,78,410,"$9,064.24 ",,,$116.21 ,,,
25,Modoc,201908,78,408,"$9,592.77 ",,,$122.98 ,,,
25,Modoc,201909,73,370,"$8,066.27 ",,,$110.50 ,,,
25,Modoc,201910,76,403,"$8,819.17 ",2,$109.33 ,$117.48 ,,,
25,Modoc,201911,78,405,"$9,501.64 ",6,$111.31 ,$123.24 ,,,
25,Modoc,201912,75,371,"$9,190.31 ",11,$243.41 ,$125.78 ,,,
25,Modoc,2020,144,1327,"$31,174.52 ",1551,"$53,024.43 ",$584.71 ,,,
25,Modoc,202001,67,363,"$8,850.43 ",10,$263.55 ,$136.03 ,,,
25,Modoc,202002,74,368,"$8,947.02 ",4,$82.39 ,$122.02 ,,,
25,Modoc,202003,72,361,"$8,427.74 ",5,$178.89 ,$119.54 ,,,
25,Modoc,202004,67,177,"$3,908.64 ",80,"$3,944.09 ",$117.20 ,,,
25,Modoc,202005,63,58,"$1,040.69 ",166,"$5,602.09 ",$105.44 ,,,
25,Modoc,202006,64,,,162,"$7,175.82 ",$112.12 ,,,
25,Modoc,202007,61,,,177,"$5,895.99 ",$96.66 ,,,
25,Modoc,202008,70,,,185,"$6,304.61 ",$90.07 ,,,
25,Modoc,202009,67,,,191,"$5,952.21 ",$88.84 ,,,
25,Modoc,202010, - , - , - , - , - , - ,,,
25,Modoc,202011,67,,,185,"$5,343.14 ",$79.75 ,,,
25,Modoc,202012,71,,,191,"$5,959.82 ",$83.94 ,,,
26,Mono,2019, - , - , - , - , - , - ,,,
26,Mono,201901, - , - , - , - , - , - ,,,
26,Mono,201902, - , - , - , - , - , - ,,,
26,Mono,201903, - , - , - , - , - , - ,,,
26,Mono,201904, - , - , - , - , - , - ,,,
26,Mono,201905, - , - , - , - , - , - ,,,
26,Mono,201906, - , - , - , - , - , - ,,,
26,Mono,201907, - , - , - , - , - , - ,,,
26,Mono,201908, - , - , - , - , - , - ,,,
26,Mono,201909, - , - , - , - , - , - ,,,
26,Mono,201910, - , - , - , - , - , - ,,,
26,Mono,201911, - , - , - , - , - , - ,,,
26,Mono,201912, - , - , - , - , - , - ,,,
26,Mono,2020, - , - , - , - , - , - ,,,
26,Mono,202001, - , - , - , - , - , - ,,,
26,Mono,202002, - , - , - , - , - , - ,,,
26,Mono,202003, - , - , - , - , - , - ,,,
26,Mono,202004, - , - , - , - , - , - ,,,
26,Mono,202005, - , - , - , - , - , - ,,,
26,Mono,202006, - , - , - , - , - , - ,,,
26,Mono,202007, - , - , - , - , - , - ,,,
26,Mono,202008, - , - , - , - , - , - ,,,
26,Mono,202009, - , - , - , - , - , - ,,,
26,Mono,202010, - , - , - , - , - , - ,,,
26,Mono,202011, - , - , - , - , - , - ,,,
26,Mono,202012, - , - , - , - , - , - ,,,
27,Monterey,2019,15858,606701,"$11,710,590.88 ",130,"$2,330.34 ",$738.61 ,,,
27,Monterey,201901,10880,54958,"$1,027,290.47 ",,,$94.42 ,,,
27,Monterey,201902,10957,55369,"$1,037,047.73 ",,,$94.65 ,,,
27,Monterey,201903,10754,53459,"$1,013,523.06 ",,,$94.25 ,,,
27,Monterey,201904,10646,52700,"$1,008,537.82 ",,,$94.73 ,,,
27,Monterey,201905,10340,51021,"$986,534.50 ",,,$95.41 ,,,
27,Monterey,201906,10131,50297,"$976,679.46 ",,,$96.41 ,,,
27,Monterey,201907,10134,50012,"$977,846.54 ",,,$96.49 ,,,
27,Monterey,201908,10048,48843,"$959,066.02 ",2,$70.69 ,$95.46 ,,,
27,Monterey,201909,9713,47897,"$943,330.13 ",4,$51.68 ,$97.13 ,,,
27,Monterey,201910,9783,48163,"$951,502.15 ",30,$582.57 ,$97.32 ,,,
27,Monterey,201911,9572,47421,"$924,034.49 ",37,$613.29 ,$96.60 ,,,
27,Monterey,201912,9427,46561,"$905,198.51 ",57,"$1,012.11 ",$96.13 ,,,
27,Monterey,2020,14016,111173,"$2,137,549.02 ",173364,"$8,435,360.83 ",$754.35 ,,,
27,Monterey,202001,9601,47845,"$925,393.46 ",34,"$1,200.87 ",$96.51 ,,,
27,Monterey,202002,9071,38382,"$737,778.29 ",3561,"$144,812.31 ",$97.30 ,,,
27,Monterey,202003,8499,19256,"$365,678.94 ",10791,"$501,182.63 ",$102.00 ,,,
27,Monterey,202004,8252,5673,"$108,287.67 ",15309,"$758,506.83 ",$105.04 ,,,
27,Monterey,202005,8209,17,$410.66 ,17560,"$857,928.86 ",$104.56 ,,,
27,Monterey,202006,8273,,,17569,"$864,465.00 ",$104.49 ,,,
27,Monterey,202007,8365,,,17852,"$876,305.45 ",$104.76 ,,,
27,Monterey,202008,8543,,,18229,"$888,622.03 ",$104.02 ,,,
27,Monterey,202009,8544,,,18000,"$888,641.90 ",$104.01 ,,,
27,Monterey,202010,8687,,,18425,"$890,640.82 ",$102.53 ,,,
27,Monterey,202011,8535,,,17932,"$881,958.25 ",$103.33 ,,,
27,Monterey,202012,8553,,,18102,"$881,095.88 ",$103.02 ,,,
28,Napa,2019,2999,33930,"$653,452.86 ",24779,"$636,797.83 ",$430.23 ,,,
28,Napa,201901,1464,6115,"$118,222.12 ",,,$80.75 ,,,
28,Napa,201902,1434,6072,"$115,782.62 ",,,$80.74 ,,,
28,Napa,201903,1368,5885,"$111,495.10 ",,,$81.50 ,,,
28,Napa,201904,1321,5803,"$111,691.83 ",,,$84.55 ,,,
28,Napa,201905,1341,5797,"$113,913.33 ",,,$84.95 ,,,
28,Napa,201906,1251,2863,"$55,291.75 ",2010,"$47,643.84 ",$82.28 ,,,
28,Napa,201907,1279,1050,"$19,216.45 ",3309,"$84,814.62 ",$81.34 ,,,
28,Napa,201908,1285,170,"$3,721.65 ",4079,"$101,005.74 ",$81.50 ,,,
28,Napa,201909,1234,123,"$2,738.23 ",3885,"$96,651.06 ",$80.54 ,,,
28,Napa,201910,1269,24,$616.90 ,3963,"$102,076.69 ",$80.92 ,,,
28,Napa,201911,1260,11,$280.88 ,3752,"$101,389.24 ",$80.69 ,,,
28,Napa,201912,1266,17,$482.00 ,3781,"$103,216.64 ",$81.91 ,,,
28,Napa,2020,2915,17,$403.89 ,43483,"$1,310,172.45 ",$449.60 ,,,
28,Napa,202001,1279,8,$127.57 ,3941,"$107,769.58 ",$84.36 ,,,
28,Napa,202002,1314,6,$70.76 ,3874,"$107,194.09 ",$81.63 ,,,
28,Napa,202003,1319,3,$205.56 ,3819,"$107,200.10 ",$81.43 ,,,
28,Napa,202004,1390,,,3713,"$112,317.98 ",$80.80 ,,,
28,Napa,202005,1394,,,3623,"$108,867.03 ",$78.10 ,,,
28,Napa,202006,1411,,,3533,"$108,765.48 ",$77.08 ,,,
28,Napa,202007,1401,,,3670,"$111,234.05 ",$79.40 ,,,
28,Napa,202008,1410,,,3649,"$113,391.37 ",$80.42 ,,,
28,Napa,202009,1351,,,3435,"$108,138.43 ",$80.04 ,,,
28,Napa,202010,1367,,,3548,"$108,567.22 ",$79.42 ,,,
28,Napa,202011,1354,,,3389,"$108,069.98 ",$79.82 ,,,
28,Napa,202012,1346,,,3289,"$108,657.14 ",$80.73 ,,,
29,Nevada,2019,1075,20618,"$409,853.24 ",3857,"$116,141.71 ",$489.30 ,,,
29,Nevada,201901,542,2362,"$45,450.09 ",,,$83.86 ,,,
29,Nevada,201902,475,2154,"$41,007.04 ",,,$86.33 ,,,
29,Nevada,201903,498,2273,"$45,273.81 ",,,$90.91 ,,,
29,Nevada,201904,464,2223,"$43,780.60 ",,,$94.35 ,,,
29,Nevada,201905,490,2274,"$45,900.01 ",,,$93.67 ,,,
29,Nevada,201906,471,2156,"$43,062.16 ",,,$91.43 ,,,
29,Nevada,201907,489,2312,"$46,424.48 ",,,$94.94 ,,,
29,Nevada,201908,486,2296,"$46,253.05 ",,,$95.17 ,,,
29,Nevada,201909,480,1813,"$36,845.39 ",265,"$7,820.23 ",$93.05 ,,,
29,Nevada,201910,449,636,"$13,355.78 ",942,"$27,203.67 ",$90.33 ,,,
29,Nevada,201911,458,119,"$2,500.83 ",1232,"$38,421.01 ",$89.35 ,,,
29,Nevada,201912,471,,,1418,"$42,696.80 ",$90.65 ,,,
29,Nevada,2020,1015,8,$186.06 ,15198,"$454,819.01 ",$448.28 ,,,
29,Nevada,202001,527,,,1566,"$44,949.51 ",$85.29 ,,,
29,Nevada,202002,487,,,1346,"$39,876.92 ",$81.88 ,,,
29,Nevada,202003,529,4,$55.25 ,1439,"$43,414.44 ",$82.17 ,,,
29,Nevada,202004,524,4,$130.81 ,1274,"$41,982.24 ",$80.37 ,,,
29,Nevada,202005,526,,,1257,"$38,930.40 ",$74.01 ,,,
29,Nevada,202006,519,,,1159,"$36,905.31 ",$71.11 ,,,
29,Nevada,202007,493,,,1192,"$35,551.84 ",$72.11 ,,,
29,Nevada,202008,515,,,1225,"$35,359.27 ",$68.66 ,,,
29,Nevada,202009,482,,,1187,"$34,395.55 ",$71.36 ,,,
29,Nevada,202010,495,,,1213,"$35,022.87 ",$70.75 ,,,
29,Nevada,202011,484,,,1164,"$34,929.37 ",$72.17 ,,,
29,Nevada,202012,480,,,1176,"$33,501.29 ",$69.79 ,,,
30,Orange,2019,60213,1940745,"$41,636,523.36 ",82031,"$2,967,886.90 ",$740.78 ,,,
30,Orange,201901,37460,182964,"$3,894,540.06 ",,,$103.97 ,,,
30,Orange,201902,37008,181244,"$3,863,979.96 ",,,$104.41 ,,,
30,Orange,201903,36301,176803,"$3,805,027.51 ",,,$104.82 ,,,
30,Orange,201904,36284,178134,"$3,832,437.64 ",,,$105.62 ,,,
30,Orange,201905,36445,177571,"$3,818,738.45 ",,,$104.78 ,,,
30,Orange,201906,36116,176834,"$3,791,384.76 ",,,$104.98 ,,,
30,Orange,201907,36505,177960,"$3,808,243.91 ",,,$104.32 ,,,
30,Orange,201908,36139,175371,"$3,757,560.82 ",1,$2.99 ,$103.98 ,,,
30,Orange,201909,35315,172758,"$3,704,096.75 ",7,$299.85 ,$104.90 ,,,
30,Orange,201910,34504,166420,"$3,624,881.37 ",28,"$1,076.93 ",$105.09 ,,,
30,Orange,201911,31930,119371,"$2,583,657.23 ",23030,"$809,033.98 ",$106.25 ,,,
30,Orange,201912,30283,55315,"$1,151,974.90 ",58965,"$2,157,473.15 ",$109.28 ,,,
30,Orange,2020,55169,15041,"$351,991.23 ",1103099,"$43,476,755.08 ",$794.45 ,,,
30,Orange,202001,31571,12237,"$272,047.28 ",91718,"$3,233,372.44 ",$111.03 ,,,
30,Orange,202002,31682,1327,"$36,024.30 ",96089,"$3,444,462.16 ",$109.86 ,,,
30,Orange,202003,33608,891,"$26,204.94 ",96595,"$3,714,666.01 ",$111.31 ,,,
30,Orange,202004,34682,421,"$12,676.36 ",90618,"$3,782,714.54 ",$109.43 ,,,
30,Orange,202005,34850,165,"$5,038.35 ",90555,"$3,729,473.85 ",$107.16 ,,,
30,Orange,202006,34917,,,89977,"$3,695,578.56 ",$105.84 ,,,
30,Orange,202007,35046,,,92133,"$3,685,356.46 ",$105.16 ,,,
30,Orange,202008,35232,,,92659,"$3,674,860.55 ",$104.30 ,,,
30,Orange,202009,34853,,,90371,"$3,628,530.53 ",$104.11 ,,,
30,Orange,202010,34819,,,91701,"$3,605,804.81 ",$103.56 ,,,
30,Orange,202011,34869,,,89957,"$3,628,414.34 ",$104.06 ,,,
30,Orange,202012,35009,,,90726,"$3,653,520.83 ",$104.36 ,,,
31,Placer,2019,4650,72388,"$1,375,208.07 ",12638,"$343,268.05 ",$369.56 ,,,
31,Placer,201901,1895,8208,"$157,857.07 ",,,$83.30 ,,,
31,Placer,201902,1825,8093,"$153,969.24 ",,,$84.37 ,,,
31,Placer,201903,1752,7782,"$148,495.43 ",,,$84.76 ,,,
31,Placer,201904,1773,7958,"$148,193.73 ",,,$83.58 ,,,
31,Placer,201905,1777,7846,"$149,291.21 ",,,$84.01 ,,,
31,Placer,201906,1740,7713,"$146,925.80 ",,,$84.44 ,,,
31,Placer,201907,1741,7601,"$144,735.69 ",,,$83.13 ,,,
31,Placer,201908,1737,7690,"$147,102.10 ",,,$84.69 ,,,
31,Placer,201909,1645,6407,"$121,038.29 ",569,"$14,075.65 ",$82.14 ,,,
31,Placer,201910,1669,2466,"$46,631.62 ",3141,"$83,819.85 ",$78.16 ,,,
31,Placer,201911,1719,608,"$10,650.08 ",4255,"$116,397.83 ",$73.91 ,,,
31,Placer,201912,1790,16,$317.81 ,4673,"$128,974.72 ",$72.23 ,,,
31,Placer,2020,4979,60,"$1,769.86 ",55772,"$1,646,378.61 ",$331.02 ,,,
31,Placer,202001,1823,15,$435.61 ,4972,"$138,042.35 ",$75.96 ,,,
31,Placer,202002,1794,14,$357.82 ,4727,"$135,604.80 ",$75.79 ,,,
31,Placer,202003,1912,10,$416.18 ,4859,"$139,339.87 ",$73.09 ,,,
31,Placer,202004,1932,17,$408.59 ,4498,"$137,979.28 ",$71.63 ,,,
31,Placer,202005,1968,4,$151.66 ,4458,"$134,867.19 ",$68.61 ,,,
31,Placer,202006,1973,,,4389,"$134,613.98 ",$68.23 ,,,
31,Placer,202007,1989,,,4529,"$136,951.74 ",$68.85 ,,,
31,Placer,202008,1997,,,4649,"$140,497.06 ",$70.35 ,,,
31,Placer,202009,1989,,,4678,"$136,605.74 ",$68.68 ,,,
31,Placer,202010,2007,,,4738,"$138,032.47 ",$68.78 ,,,
31,Placer,202011,1994,,,4685,"$137,581.06 ",$69.00 ,,,
31,Placer,202012,2020,,,4590,"$136,263.07 ",$67.46 ,,,
32,Plumas,2019,369,8639,"$176,601.76 ",1715,"$44,615.68 ",$599.51 ,,,
32,Plumas,201901,188,961,"$20,054.83 ",,,$106.67 ,,,
32,Plumas,201902,194,937,"$19,407.78 ",,,$100.04 ,,,
32,Plumas,201903,185,887,"$18,015.28 ",,,$97.38 ,,,
32,Plumas,201904,188,937,"$19,426.03 ",,,$103.33 ,,,
32,Plumas,201905,186,896,"$18,275.14 ",,,$98.25 ,,,
32,Plumas,201906,192,940,"$18,933.23 ",,,$98.61 ,,,
32,Plumas,201907,181,849,"$18,045.34 ",,,$99.70 ,,,
32,Plumas,201908,188,898,"$18,015.84 ",,,$95.83 ,,,
32,Plumas,201909,182,787,"$16,606.78 ",55,$829.57 ,$95.80 ,,,
32,Plumas,201910,193,371,"$6,893.58 ",446,"$12,041.58 ",$98.11 ,,,
32,Plumas,201911,194,90,"$1,480.18 ",601,"$15,664.98 ",$88.38 ,,,
32,Plumas,201912,195,86,"$1,447.75 ",613,"$16,079.55 ",$89.88 ,,,
32,Plumas,2020,336,222,"$3,556.59 ",5678,"$158,604.65 ",$482.62 ,,,
32,Plumas,202001,193,83,"$1,414.48 ",598,"$15,886.71 ",$89.64 ,,,
32,Plumas,202002,188,49,$735.02 ,531,"$15,822.64 ",$88.07 ,,,
32,Plumas,202003,179,62,"$1,034.38 ",489,"$14,059.60 ",$84.32 ,,,
32,Plumas,202004,166,14,$192.61 ,439,"$13,389.93 ",$81.82 ,,,
32,Plumas,202005,169,14,$180.10 ,392,"$12,223.71 ",$73.40 ,,,
32,Plumas,202006,165,,,479,"$13,104.14 ",$79.42 ,,,
32,Plumas,202007,164,,,420,"$12,247.71 ",$74.68 ,,,
32,Plumas,202008,171,,,469,"$12,638.58 ",$73.91 ,,,
32,Plumas,202009,175,,,471,"$13,296.95 ",$75.98 ,,,
32,Plumas,202010,165,,,464,"$12,059.41 ",$73.09 ,,,
32,Plumas,202011,167,,,451,"$11,984.01 ",$71.76 ,,,
32,Plumas,202012,163,,,475,"$11,891.26 ",$72.95 ,,,
33,Riverside,2019,68882,2353893,"$47,926,423.90 ",1909,"$61,923.86 ",$696.67 ,,,
33,Riverside,201901,40214,202666,"$4,091,393.74 ",,,$101.74 ,,,
33,Riverside,201902,39602,199612,"$4,045,689.71 ",,,$102.16 ,,,
33,Riverside,201903,39634,197767,"$4,018,777.98 ",,,$101.40 ,,,
33,Riverside,201904,39354,198389,"$4,021,525.92 ",,,$102.19 ,,,
33,Riverside,201905,39690,198308,"$4,025,455.27 ",,,$101.42 ,,,
33,Riverside,201906,39581,199038,"$4,016,739.13 ",,,$101.48 ,,,
33,Riverside,201907,40155,201101,"$4,063,713.74 ",,,$101.20 ,,,
33,Riverside,201908,40033,200250,"$4,058,799.49 ",2,$153.55 ,$101.39 ,,,
33,Riverside,201909,39595,199811,"$4,052,677.05 ",1,$2.65 ,$102.35 ,,,
33,Riverside,201910,38751,192915,"$3,961,683.77 ",108,"$2,573.27 ",$102.30 ,,,
33,Riverside,201911,37184,184663,"$3,834,076.40 ",554,"$16,641.29 ",$103.56 ,,,
33,Riverside,201912,36394,179373,"$3,735,891.70 ",1244,"$42,553.10 ",$103.82 ,,,
33,Riverside,2020,64000,642926,"$13,424,730.22 ",753470,"$32,204,456.11 ",$712.96 ,,,
33,Riverside,202001,37555,185497,"$3,852,633.60 ",1977,"$64,178.38 ",$104.30 ,,,
33,Riverside,202002,36337,177826,"$3,712,285.65 ",2708,"$95,957.42 ",$104.80 ,,,
33,Riverside,202003,35022,165356,"$3,472,045.91 ",4746,"$179,715.77 ",$104.27 ,,,
33,Riverside,202004,33001,82494,"$1,728,369.35 ",36963,"$1,825,757.57 ",$107.70 ,,,
33,Riverside,202005,33912,31753,"$659,395.71 ",63461,"$2,915,864.59 ",$105.43 ,,,
33,Riverside,202006,35046,,,81903,"$3,678,066.78 ",$104.95 ,,,
33,Riverside,202007,37172,,,89615,"$3,854,117.74 ",$103.68 ,,,
33,Riverside,202008,38027,,,92740,"$3,907,348.27 ",$102.75 ,,,
33,Riverside,202009,38659,,,92910,"$3,913,606.21 ",$101.23 ,,,
33,Riverside,202010,39192,,,95850,"$3,923,959.50 ",$100.12 ,,,
33,Riverside,202011,39299,,,95280,"$3,909,285.35 ",$99.48 ,,,
33,Riverside,202012,39457,,,95317,"$3,936,598.53 ",$99.77 ,,,
34,Sacramento,2019,37260,1113771,"$21,422,579.22 ",139189,"$5,054,241.10 ",$710.60 ,,,
34,Sacramento,201901,23039,122547,"$2,358,975.54 ",,,$102.39 ,,,
34,Sacramento,201902,22500,119908,"$2,308,556.86 ",,,$102.60 ,,,
34,Sacramento,201903,22467,119083,"$2,292,749.39 ",,,$102.05 ,,,
34,Sacramento,201904,22584,120942,"$2,324,267.44 ",,,$102.92 ,,,
34,Sacramento,201905,22620,119674,"$2,308,341.48 ",,,$102.05 ,,,
34,Sacramento,201906,22171,118497,"$2,285,410.84 ",,,$103.08 ,,,
34,Sacramento,201907,22445,119541,"$2,291,944.65 ",,,$102.11 ,,,
34,Sacramento,201908,22055,116730,"$2,246,037.59 ",19,$510.00 ,$101.86 ,,,
34,Sacramento,201909,20662,99279,"$1,920,532.86 ",6096,"$202,105.45 ",$102.73 ,,,
34,Sacramento,201910,19864,43100,"$812,736.45 ",34588,"$1,223,203.78 ",$102.49 ,,,
34,Sacramento,201911,18822,13769,"$258,772.45 ",45639,"$1,670,668.29 ",$102.51 ,,,
34,Sacramento,201912,18691,701,"$14,253.67 ",52847,"$1,957,753.58 ",$105.51 ,,,
34,Sacramento,2020,33931,1620,"$35,015.15 ",627438,"$25,561,219.16 ",$754.36 ,,,
34,Sacramento,202001,19656,594,"$12,500.00 ",55847,"$2,087,434.14 ",$106.83 ,,,
34,Sacramento,202002,19193,544,"$11,687.02 ",52463,"$2,040,855.65 ",$106.94 ,,,
34,Sacramento,202003,20520,339,"$7,591.80 ",52933,"$2,192,230.76 ",$107.20 ,,,
34,Sacramento,202004,21284,125,"$2,874.58 ",50646,"$2,197,781.81 ",$103.39 ,,,
34,Sacramento,202005,21500,18,$361.75 ,51021,"$2,161,530.53 ",$100.55 ,,,
34,Sacramento,202006,21670,,,50960,"$2,138,002.12 ",$98.66 ,,,
34,Sacramento,202007,21936,,,52377,"$2,145,810.32 ",$97.82 ,,,
34,Sacramento,202008,22005,,,52462,"$2,136,708.14 ",$97.10 ,,,
34,Sacramento,202009,21951,,,51513,"$2,116,210.97 ",$96.41 ,,,
34,Sacramento,202010,22091,,,52135,"$2,122,656.15 ",$96.09 ,,,
34,Sacramento,202011,22106,,,52648,"$2,112,961.52 ",$95.58 ,,,
34,Sacramento,202012,22201,,,52433,"$2,109,037.05 ",$95.00 ,,,
35,San Benito,2019,1681,50172,"$1,062,384.28 ",264,"$7,631.67 ",$636.54 ,,,
35,San Benito,201901,989,4652,"$95,240.16 ",,,$96.30 ,,,
35,San Benito,201902,958,4470,"$93,027.15 ",,,$97.11 ,,,
35,San Benito,201903,954,4389,"$96,106.15 ",,,$100.74 ,,,
35,San Benito,201904,908,4173,"$90,143.64 ",,,$99.28 ,,,
35,San Benito,201905,930,4148,"$88,900.64 ",,,$95.59 ,,,
35,San Benito,201906,892,4136,"$88,581.34 ",,,$99.31 ,,,
35,San Benito,201907,893,4065,"$87,396.47 ",,,$97.87 ,,,
35,San Benito,201908,851,3974,"$85,173.44 ",,,$100.09 ,,,
35,San Benito,201909,877,4129,"$86,722.49 ",35,"$1,251.78 ",$100.31 ,,,
35,San Benito,201910,883,4050,"$84,439.03 ",55,"$1,469.36 ",$97.29 ,,,
35,San Benito,201911,886,4082,"$85,466.59 ",77,"$2,173.27 ",$98.92 ,,,
35,San Benito,201912,893,3904,"$81,187.18 ",97,"$2,737.26 ",$93.98 ,,,
35,San Benito,2020,1542,11195,"$236,806.20 ",23823,"$737,102.78 ",$631.59 ,,,
35,San Benito,202001,897,3965,"$82,632.95 ",93,"$2,495.19 ",$94.90 ,,,
35,San Benito,202002,869,3921,"$83,472.89 ",117,"$3,868.57 ",$100.51 ,,,
35,San Benito,202003,836,2259,"$47,762.19 ",1079,"$32,104.80 ",$95.53 ,,,
35,San Benito,202004,849,916,"$19,842.82 ",1830,"$60,080.99 ",$94.14 ,,,
35,San Benito,202005,858,134,"$3,095.35 ",2414,"$73,626.09 ",$89.42 ,,,
35,San Benito,202006,899,,,2528,"$78,240.50 ",$87.03 ,,,
35,San Benito,202007,919,,,2677,"$82,485.87 ",$89.76 ,,,
35,San Benito,202008,916,,,2649,"$82,768.62 ",$90.36 ,,,
35,San Benito,202009,902,,,2586,"$83,642.15 ",$92.73 ,,,
35,San Benito,202010,925,,,2648,"$80,948.36 ",$87.51 ,,,
35,San Benito,202011,910,,,2585,"$78,104.24 ",$85.83 ,,,
35,San Benito,202012,933,,,2617,"$78,737.40 ",$84.39 ,,,
